日期,时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,成交状态,最新成交时间
2018-10-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,291.4187份,-,-,0,委托中,None
2018-10-23,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,568.2116份,-,-,0,委托中,None
2018-10-23,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,269.2553份,-,-,0,委托中,None
2018-10-23,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,528.164份,-,-,0,委托中,None
2018-10-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,291.4187份,-,-,0,委托中,None
2018-10-23,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,568.2116份,-,-,0,委托中,None
2018-10-23,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,270.9666份,1.605,434.928,270.9666份,-,-,6.62,全部成交,2018-10-25 09:30:00
2018-10-23,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,529.9219份,1.666,882.85,529.9219份,-,-,13.44,全部成交,2018-10-25 09:30:00
2018-10-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,293.8344份,1.438,422.534,293.8344份,-,-,6.43,全部成交,2018-10-25 09:30:00
2018-10-23,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,580.4719份,1.395,809.758,580.4719份,-,-,0,全部成交,2018-10-25 09:30:00
2018-10-30,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,314.5969份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,554.325份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,297.6896份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,598.7348份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,626.9649份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,314.5969份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,554.325份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,297.6896份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,598.7348份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,626.9649份,-,-,0,委托中,None
2018-10-30,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,306.5698份,1.574,482.449,306.5698份,-,-,7.35,全部成交,2018-11-01 09:30:00
2018-10-30,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,541.0039份,1.636,885.082,541.0039份,-,-,13.48,全部成交,2018-11-01 09:30:00
2018-10-30,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,289.9503份,1.433,415.499,289.9503份,-,-,6.33,全部成交,2018-11-01 09:30:00
2018-10-30,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,584.8289份,0.958,560.266,584.8289份,-,-,8.53,全部成交,2018-11-01 09:30:00
2018-10-30,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,621.1356份,1.377,855.117,621.1356份,-,-,0,全部成交,2018-11-01 09:30:00
2018-11-06,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,283.1513份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,507.867份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,339.6496份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,582.6934份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,549.0851份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,283.1513份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,507.867份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,339.6496份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,582.6934份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,549.0851份,-,-,0,委托中,None
2018-11-06,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,280.0158份,1.631,456.594,280.0158份,-,-,6.95,全部成交,2018-11-08 09:30:00
2018-11-06,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,499.9586份,1.723,861.429,499.9586份,-,-,13.12,全部成交,2018-11-08 09:30:00
2018-11-06,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,336.1479份,1.470,494.137,336.1479份,-,-,7.52,全部成交,2018-11-08 09:30:00
2018-11-06,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,575.116份,0.987,567.639,575.116份,-,-,8.64,全部成交,2018-11-08 09:30:00
2018-11-06,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,551.3867份,1.431,789.255,551.3867份,-,-,0,全部成交,2018-11-08 09:30:00
2018-11-13,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,287.3657份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,495.8817份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,354.5557份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,584.2936份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,530.6557份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,287.3657份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,495.8817份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,354.5557份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,584.2936份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,530.6557份,-,-,0,委托中,None
2018-11-13,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,281.2001份,1.617,454.813,281.2001份,-,-,6.93,全部成交,2018-11-15 09:30:00
2018-11-13,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,481.7753份,1.758,846.961,481.7753份,-,-,12.9,全部成交,2018-11-15 09:30:00
2018-11-13,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,347.0786份,1.456,505.346,347.0786份,-,-,7.7,全部成交,2018-11-15 09:30:00
2018-11-13,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,571.4639份,0.991,566.321,571.4639份,-,-,8.62,全部成交,2018-11-15 09:30:00
2018-11-13,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,523.7717份,1.449,759.05,523.7717份,-,-,0,全部成交,2018-11-15 09:30:00
2018-11-20,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,289.6345份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,529.0356份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,370.4213份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,600.328份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,513.6904份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,289.6345份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,529.0356份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,370.4213份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,600.328份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,513.6904份,-,-,0,委托中,None
2018-11-20,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,290.885份,1.606,467.219,290.885份,-,-,7.12,全部成交,2018-11-22 09:30:00
2018-11-20,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,535.067份,1.567,838.45,535.067份,-,-,12.77,全部成交,2018-11-22 09:30:00
2018-11-20,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,371.4074份,1.450,538.541,371.4074份,-,-,8.2,全部成交,2018-11-22 09:30:00
2018-11-20,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,602.7177份,0.986,594.28,602.7177份,-,-,9.05,全部成交,2018-11-22 09:30:00
2018-11-20,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,527.0119份,1.450,764.115,527.0119份,-,-,0,全部成交,2018-11-22 09:30:00
2018-11-27,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,359.0148份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,573.5283份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,413.5183份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,654.8241份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,584.7434份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,359.0148份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,573.5283份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,413.5183份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,654.8241份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,584.7434份,-,-,0,委托中,None
2018-11-27,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,354.8481份,1.567,556.118,354.8481份,-,-,8.47,全部成交,2018-11-29 09:30:00
2018-11-27,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,562.3203份,1.518,853.602,562.3203份,-,-,13,全部成交,2018-11-29 09:30:00
2018-11-27,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,409.0378份,1.419,580.425,409.0378份,-,-,8.84,全部成交,2018-11-29 09:30:00
2018-11-27,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,645.6722份,0.962,621.137,645.6722份,-,-,9.46,全部成交,2018-11-29 09:30:00
2018-11-27,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,586.3648份,1.406,824.722,586.3648份,-,-,0,全部成交,2018-11-29 09:30:00
2018-12-04,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,277.9921份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,544.9873份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,360.6914份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,587.8531份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,496.9829份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,277.9921份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,544.9873份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,360.6914份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,587.8531份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,496.9829份,-,-,0,委托中,None
2018-12-04,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,273.0498份,1.631,445.235,273.0498份,-,-,6.78,全部成交,2018-12-06 09:30:00
2018-12-04,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,534.757份,1.567,837.964,534.757份,-,-,12.76,全部成交,2018-12-06 09:30:00
2018-12-04,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,354.553份,1.464,519.066,354.553份,-,-,7.9,全部成交,2018-12-06 09:30:00
2018-12-04,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,577.8691份,0.993,573.824,577.8691份,-,-,8.74,全部成交,2018-12-06 09:30:00
2018-12-04,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,497.3582份,1.457,724.502,497.3582份,-,-,0,全部成交,2018-12-06 09:30:00
2018-12-11,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,341.4768份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,569.1656份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,413.9069份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,646.1017份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,554.4791份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,341.4768份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,569.1656份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,413.9069份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,646.1017份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,554.4791份,-,-,0,委托中,None
2018-12-11,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,334.8226份,1.581,529.254,334.8226份,-,-,8.06,全部成交,2018-12-13 09:30:00
2018-12-11,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,556.5763份,1.522,847.109,556.5763份,-,-,12.9,全部成交,2018-12-13 09:30:00
2018-12-11,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,406.5522份,1.423,578.524,406.5522份,-,-,8.81,全部成交,2018-12-13 09:30:00
2018-12-11,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,633.8046份,0.977,619.227,633.8046份,-,-,9.43,全部成交,2018-12-13 09:30:00
2018-12-11,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,549.9759份,1.416,778.766,549.9759份,-,-,0,全部成交,2018-12-13 09:30:00
2018-12-18,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,342.9923份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,581.8726份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,415.9017份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,664.8119份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,567.2089份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,342.9923份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,581.8726份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,415.9017份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,664.8119份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,567.2089份,-,-,0,委托中,None
2018-12-18,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,340.6383份,1.574,536.062,340.6383份,-,-,8.16,全部成交,2018-12-20 09:30:00
2018-12-18,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,576.986份,1.492,860.863,576.986份,-,-,13.11,全部成交,2018-12-20 09:30:00
2018-12-18,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,413.9875份,1.421,588.276,413.9875份,-,-,8.96,全部成交,2018-12-20 09:30:00
2018-12-18,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,658.191份,0.977,643.053,658.191份,-,-,9.79,全部成交,2018-12-20 09:30:00
2018-12-18,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,572.8531份,1.407,805.947,572.8531份,-,-,0,全部成交,2018-12-20 09:30:00
2018-12-25,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,403.6689份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,587.5885份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,490.2614份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,724.8138份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,634.225份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,403.6689份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,587.5885份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,490.2614份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,724.8138份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,634.225份,-,-,0,委托中,None
2018-12-25,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,399.9822份,1.528,611.093,399.9822份,-,-,9.31,全部成交,2018-12-27 09:30:00
2018-12-25,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,584.7007份,1.465,856.587,584.7007份,-,-,13.04,全部成交,2018-12-27 09:30:00
2018-12-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,485.7294份,1.369,664.964,485.7294份,-,-,10.13,全部成交,2018-12-27 09:30:00
2018-12-25,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,718.4038份,0.960,689.668,718.4038份,-,-,10.5,全部成交,2018-12-27 09:30:00
2018-12-25,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,639.2795份,1.368,874.343,639.2795份,-,-,0,全部成交,2018-12-27 09:30:00
2019-01-08,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,385.8888份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,584.5099份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,482.5304份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,718.4607份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,598.6412份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,385.8888份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,584.5099份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,482.5304份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,718.4607份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,598.6412份,-,-,0,委托中,None
2019-01-08,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,381.2176份,1.531,583.72,381.2176份,-,-,8.89,全部成交,2019-01-10 09:30:00
2019-01-08,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,576.9156份,1.472,849.22,576.9156份,-,-,12.93,全部成交,2019-01-10 09:30:00
2019-01-08,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,477.0221份,1.374,655.428,477.0221份,-,-,9.98,全部成交,2019-01-10 09:30:00
2019-01-08,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,707.6838份,0.968,685.038,707.6838份,-,-,10.43,全部成交,2019-01-10 09:30:00
2019-01-08,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,598.5555份,1.398,836.601,598.5555份,-,-,0,全部成交,2019-01-10 09:30:00
2019-01-15,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,366.6151份,-,-,0,委托中,None
2019-01-15,09:30:00,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),申购,市价单,0份,--,0,574.9218份,-,-,0,委托中,None
2019-01-15,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,466.7048份,-,-,0,委托中,None
