日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价,保证金,当日盈亏,今手数,仓位占比
2014-03-04,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7446.1份,7446.1042份,0.762,5672.44,-68.52,0.771,-,0,34.25,0份,2.27%
2014-03-04,,Cash,,,,,223369.69,,,,,,
2014-03-05,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,8878.3份,8878.2955份,0.756,6707.55,-229.99,0.781,-,0,-16.87,0份,2.69%
2014-03-05,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,10155.7份,10155.6959份,0.666,6763.69,-219.38,0.688,-,0,0,0份,2.71%
2014-03-05,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7184.36份,7184.3648份,0.962,6911.36,-57.37,0.970,-,0,-43.11,0份,2.77%
2014-03-05,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7446.1份,7446.1042份,0.760,5659.78,-81.18,0.771,-,0,-12.66,0份,2.27%
2014-03-05,,Cash,,,,,223369.69,,,,,,
2014-03-06,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,10181.82份,10181.8215份,0.750,7631.28,-306.07,0.780,-,0,-61.09,1303.526份,3.06%
2014-03-06,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,11632.13份,11632.1301份,0.659,7665.57,-315.78,0.686,-,0,-81.42,1476.4342份,3.08%
2014-03-06,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8197.34份,8197.337份,0.957,7844.85,-113.2,0.971,-,0,-40.99,1012.9722份,3.15%
2014-03-06,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8580.19份,8580.1904份,0.757,6494.35,-108.64,0.770,-,0,-27.46,1134.0862份,2.61%
2014-03-06,,Cash,,,,,219520.26,,,,,,
2014-03-07,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,10181.82份,10181.8215份,0.755,7687.28,-250.07,0.780,-,0,56,0份,3.08%
2014-03-07,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,11632.13份,11632.1301份,0.664,7723.73,-257.62,0.686,-,0,58.16,0份,3.1%
2014-03-07,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8197.34份,8197.337份,0.958,7853.05,-105,0.971,-,0,8.2,0份,3.15%
2014-03-07,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8580.19份,8580.1904份,0.764,6554.41,-48.58,0.770,-,0,60.06,0份,2.63%
2014-03-07,,Cash,,,,,219520.26,,,,,,
2014-03-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,10181.82份,10181.8215份,0.753,7667.93,-269.42,0.780,-,0,-19.35,0份,3.08%
2014-03-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,11632.13份,11632.1301份,0.662,7700.47,-280.89,0.686,-,0,-23.26,0份,3.09%
2014-03-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8197.34份,8197.337份,0.954,7820.26,-137.79,0.971,-,0,-32.79,0份,3.14%
2014-03-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8580.19份,8580.1904份,0.760,6519.23,-83.76,0.770,-,0,-35.18,0份,2.62%
2014-03-10,,Cash,,,,,219520.26,,,,,,
2014-03-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,10181.82份,10181.8215份,0.731,7439.86,-497.49,0.780,-,0,-228.07,0份,3%
2014-03-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,11632.13份,11632.1301份,0.642,7467.83,-513.53,0.686,-,0,-232.64,0份,3.01%
2014-03-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8197.34份,8197.337份,0.926,7590.73,-367.32,0.971,-,0,-229.53,0份,3.06%
2014-03-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8580.19份,8580.1904份,0.734,6296.14,-306.84,0.770,-,0,-223.08,0份,2.54%
2014-03-11,,Cash,,,,,219520.26,,,,,,
2014-03-12,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,10181.82份,10181.8215份,0.734,7476.51,-460.84,0.780,-,0,36.65,0份,3.01%
2014-03-12,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,11632.13份,11632.1301份,0.645,7502.72,-478.63,0.686,-,0,34.9,0份,3.02%
2014-03-12,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8197.34份,8197.337份,0.927,7598.93,-359.12,0.971,-,0,8.2,0份,3.06%
2014-03-12,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8580.19份,8580.1904份,0.738,6333.9,-269.09,0.770,-,0,37.75,0份,2.55%
2014-03-12,,Cash,,,,,219520.26,,,,,,
2014-03-13,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,11520.43份,11520.4301份,0.737,8492.86,-442.4,0.776,-,0,33.41,1338.6086份,3.42%
2014-03-13,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,13153.57份,13153.5742份,0.649,8536.67,-440.96,0.683,-,0,52.61,1521.4441份,3.43%
2014-03-13,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9259.13份,9259.1272份,0.932,8629.51,-327.81,0.967,-,0,46.3,1061.7902份,3.47%
2014-03-13,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9827.41份,9827.412份,0.738,7255.58,-268.1,0.766,-,0,0.98,1247.2216份,2.92%
2014-03-13,,Cash,,,,,215606.11,,,,,,
2014-03-14,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,11520.43份,11520.4301份,0.745,8578.11,-357.15,0.776,-,0,85.25,0份,3.45%
2014-03-14,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,13153.57份,13153.5742份,0.656,8628.74,-348.89,0.683,-,0,92.08,0份,3.47%
2014-03-14,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9259.13份,9259.1272份,0.945,8749.88,-207.44,0.967,-,0,120.37,0份,3.52%
2014-03-14,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9827.41份,9827.412份,0.746,7326.34,-197.35,0.766,-,0,70.76,0份,2.94%
2014-03-14,,Cash,,,,,215606.11,,,,,,
2014-03-17,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,11520.43份,11520.4301份,0.740,8523.97,-411.29,0.776,-,0,-54.15,0份,3.43%
2014-03-17,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,13153.57份,13153.5742份,0.651,8562.98,-414.65,0.683,-,0,-65.77,0份,3.44%
2014-03-17,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9259.13份,9259.1272份,0.943,8731.36,-225.96,0.967,-,0,-18.52,0份,3.51%
2014-03-17,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9827.41份,9827.412份,0.740,7267.37,-256.31,0.766,-,0,-58.96,0份,2.92%
2014-03-17,,Cash,,,,,215606.11,,,,,,
2014-03-18,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,11520.43份,11520.4301份,0.747,8604.61,-330.65,0.776,-,0,80.64,0份,3.46%
2014-03-18,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,13153.57份,13153.5742份,0.655,8615.59,-362.04,0.683,-,0,52.61,0份,3.46%
2014-03-18,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9259.13份,9259.1272份,0.955,8842.47,-114.85,0.967,-,0,111.11,0份,3.55%
2014-03-18,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9827.41份,9827.412份,0.750,7367.61,-156.07,0.766,-,0,100.24,0份,2.96%
2014-03-18,,Cash,,,,,215606.11,,,,,,
2014-03-19,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,11520.43份,11520.4301份,0.745,8579.26,-355.99,0.776,-,0,-25.34,0份,3.45%
2014-03-19,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,13153.57份,13153.5742份,0.653,8589.28,-388.35,0.683,-,0,-26.31,0份,3.45%
2014-03-19,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9259.13份,9259.1272份,0.958,8870.24,-87.08,0.967,-,0,27.78,0份,3.56%
2014-03-19,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9827.41份,9827.412份,0.748,7349.92,-173.76,0.766,-,0,-17.69,0份,2.95%
2014-03-19,,Cash,,,,,215606.11,,,,,,
2014-03-20,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,12841.68份,12841.6832份,0.740,9497.71,-436.47,0.774,-,0,-65.49,1321.2531份,3.82%
2014-03-20,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,14657.57份,14657.5654份,0.650,9527.42,-447.28,0.681,-,0,-43.97,1503.9912份,3.83%
2014-03-20,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,10286.88份,10286.8833份,0.954,9813.69,-143.22,0.968,-,0,-41.15,1027.7561份,3.94%
2014-03-20,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,11003.47份,11003.4683份,0.747,8215.19,-188.07,0.764,-,0,-14.3,1176.0563份,3.3%
2014-03-20,,Cash,,,,,211730.97,,,,,,
2014-03-21,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,12841.68份,12841.6832份,0.729,9356.45,-577.73,0.774,-,0,-141.26,0份,3.77%
2014-03-21,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,14657.57份,14657.5654份,0.644,9439.47,-535.22,0.681,-,0,-87.95,0份,3.8%
2014-03-21,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,10286.88份,10286.8833份,0.939,9659.38,-297.52,0.968,-,0,-154.3,0份,3.89%
2014-03-21,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,11003.47份,11003.4683份,0.732,8051.24,-352.02,0.764,-,0,-163.95,0份,3.24%
2014-03-21,,Cash,,,,,211730.97,,,,,,
2014-03-24,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,12841.68份,12841.6832份,0.756,9713.45,-220.73,0.774,-,0,357,0份,3.89%
2014-03-24,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,14657.57份,14657.5654份,0.669,9805.91,-168.78,0.681,-,0,366.44,0份,3.93%
2014-03-24,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,10286.88份,10286.8833份,0.959,9865.12,-91.78,0.968,-,0,205.74,0份,3.96%
2014-03-24,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,11003.47份,11003.4683份,0.753,8287.81,-115.44,0.764,-,0,236.57,0份,3.32%
2014-03-24,,Cash,,,,,211730.97,,,,,,
2014-03-25,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,12841.68份,12841.6832份,0.766,9834.16,-100.02,0.774,-,0,120.71,0份,3.94%
2014-03-25,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,14657.57份,14657.5654份,0.675,9893.86,-80.84,0.681,-,0,87.95,0份,3.96%
2014-03-25,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,10286.88份,10286.8833份,0.966,9937.13,-19.77,0.968,-,0,72.01,0份,3.98%
2014-03-25,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,11003.47份,11003.4683份,0.763,8390.14,-13.11,0.764,-,0,102.33,0份,3.36%
2014-03-25,,Cash,,,,,211730.97,,,,,,
2014-03-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,12841.68份,12841.6832份,0.764,9812.33,-121.85,0.774,-,0,-21.83,0份,3.93%
2014-03-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,14657.57份,14657.5654份,0.673,9864.54,-110.15,0.681,-,0,-29.32,0份,3.95%
2014-03-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,10286.88份,10286.8833份,0.967,9947.42,-9.49,0.968,-,0,10.29,0份,3.98%
2014-03-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,11003.47份,11003.4683份,0.762,8382.44,-20.81,0.764,-,0,-7.7,0份,3.36%
2014-03-26,,Cash,,,,,211730.97,,,,,,
2014-03-27,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,14102.27份,14102.2672份,0.761,10734.65,-177.41,0.774,-,0,-40.9,1260.584份,4.3%
2014-03-27,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,16120.26份,16120.2557份,0.672,10832.81,-141.26,0.681,-,0,-16.12,1462.6903份,4.34%
2014-03-27,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,11284.99份,11284.9897份,0.968,10923.87,-12.9,0.969,-,0,11.28,998.1064份,4.38%
2014-03-27,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,12165.11份,12165.1059份,0.760,9245.48,-42.71,0.764,-,0,-21.9,1161.6376份,3.7%
2014-03-27,,Cash,,,,,207888.91,,,,,,
2014-03-28,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,14102.27份,14102.2672份,0.756,10664.13,-247.92,0.774,-,0,-70.51,0份,4.28%
2014-03-28,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,16120.26份,16120.2557份,0.672,10832.81,-141.26,0.681,-,0,0,0份,4.34%
2014-03-28,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,11284.99份,11284.9897份,0.958,10811.02,-125.75,0.969,-,0,-112.85,0份,4.34%
2014-03-28,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,12165.11份,12165.1059份,0.754,9168.84,-119.35,0.764,-,0,-76.64,0份,3.68%
2014-03-28,,Cash,,,,,207888.91,,,,,,
2014-03-31,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,14102.27份,14102.2672份,0.755,10641.57,-270.49,0.774,-,0,-22.56,0份,4.27%
2014-03-31,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,16120.26份,16120.2557份,0.676,10897.29,-76.78,0.681,-,0,64.48,0份,4.37%
2014-03-31,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,11284.99份,11284.9897份,0.952,10743.31,-193.46,0.969,-,0,-67.71,0份,4.31%
2014-03-31,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,12165.11份,12165.1059份,0.749,9114.1,-174.09,0.764,-,0,-54.74,0份,3.66%
2014-03-31,,Cash,,,,,207888.91,,,,,,
2014-04-01,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,14102.27份,14102.2672份,0.754,10633.11,-278.95,0.774,-,0,-8.46,0份,4.27%
2014-04-01,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,16120.26份,16120.2557份,0.675,10881.17,-92.9,0.681,-,0,-16.12,0份,4.37%
2014-04-01,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,11284.99份,11284.9897份,0.952,10743.31,-193.46,0.969,-,0,0,0份,4.31%
2014-04-01,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,12165.11份,12165.1059份,0.747,9089.77,-198.42,0.764,-,0,-24.33,0份,3.65%
2014-04-01,,Cash,,,,,207888.91,,,,,,
2014-04-02,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,14102.27份,14102.2672份,0.759,10703.62,-208.44,0.774,-,0,70.51,0份,4.29%
2014-04-02,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,16120.26份,16120.2557份,0.677,10913.41,-60.66,0.681,-,0,32.24,0份,4.37%
2014-04-02,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,11284.99份,11284.9897份,0.963,10867.45,-69.32,0.969,-,0,124.13,0份,4.35%
2014-04-02,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,12165.11份,12165.1059份,0.756,9190.74,-97.45,0.764,-,0,100.97,0份,3.68%
2014-04-02,,Cash,,,,,207888.91,,,,,,
2014-04-03,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,15379.05份,15379.0496份,0.768,11803.42,-92.47,0.774,-,0,130.72,1276.7824份,4.72%
2014-04-03,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,17573.16份,17573.1627份,0.686,12055.19,82.52,0.681,-,0,158.16,1452.907份,4.82%
2014-04-03,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12292.08份,12292.0807份,0.971,11935.61,14.24,0.970,-,0,98.34,1007.091份,4.77%
2014-04-03,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,13360.6份,13360.5991份,0.762,10174.1,-17.29,0.763,-,0,80.16,1195.4932份,4.07%
2014-04-03,,Cash,,,,,204018.68,,,,,,
2014-04-04,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,15379.05份,15379.0496份,0.760,11683.46,-212.43,0.774,-,0,-119.96,0份,4.68%
2014-04-04,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,17573.16份,17573.1627份,0.678,11914.6,-58.07,0.681,-,0,-140.59,0份,4.77%
2014-04-04,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12292.08份,12292.0807份,0.962,11824.98,-96.39,0.970,-,0,-110.63,0份,4.74%
2014-04-04,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,13360.6份,13360.5991份,0.755,10089.92,-101.46,0.763,-,0,-84.17,0份,4.04%
2014-04-04,,Cash,,,,,204018.68,,,,,,
2014-04-08,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,15379.05份,15379.0496份,0.768,11811.11,-84.78,0.774,-,0,127.65,0份,4.73%
2014-04-08,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,17573.16份,17573.1627份,0.683,12002.47,29.8,0.681,-,0,87.87,0份,4.8%
2014-04-08,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12292.08份,12292.0807份,0.969,11911.03,-10.34,0.970,-,0,86.04,0份,4.77%
2014-04-08,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,13360.6份,13360.5991份,0.761,10167.42,-23.97,0.763,-,0,77.49,0份,4.07%
2014-04-08,,Cash,,,,,204018.68,,,,,,
2014-04-09,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,15379.05份,15379.0496份,0.786,12084.86,188.96,0.774,-,0,273.75,0份,4.82%
2014-04-09,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,17573.16份,17573.1627份,0.700,12301.21,328.54,0.681,-,0,298.74,0份,4.9%
2014-04-09,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12292.08份,12292.0807份,0.983,12083.12,161.75,0.970,-,0,172.09,0份,4.82%
2014-04-09,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,13360.6份,13360.5991份,0.772,10310.37,118.99,0.763,-,0,142.96,0份,4.11%
2014-04-09,,Cash,,,,,204018.68,,,,,,
2014-04-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,16574.75份,16574.7452份,0.785,13017.8,168.02,0.775,-,0,-6.63,1195.6956份,5.19%
2014-04-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,18947.33份,18947.3333份,0.699,13244.19,294.95,0.683,-,0,-18.95,1374.1706份,5.28%
2014-04-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13266.46份,13266.4564份,0.986,13080.73,186.96,0.972,-,0,39.8,974.3757份,5.22%
2014-04-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,14390.78份,14390.7752份,0.773,11126.95,140.57,0.763,-,0,21.59,1030.1761份,4.44%
2014-04-10,,Cash,,,,,200320.84,,,,,,
2014-04-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,16574.75份,16574.7452份,0.797,13216.7,366.92,0.775,-,0,198.9,0份,5.26%
2014-04-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,18947.33份,18947.3333份,0.711,13471.55,522.31,0.683,-,0,227.37,0份,5.36%
2014-04-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13266.46份,13266.4564份,0.996,13213.39,319.63,0.972,-,0,132.66,0份,5.26%
2014-04-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,14390.78份,14390.7752份,0.780,11217.61,231.24,0.763,-,0,90.66,0份,4.46%
2014-04-11,,Cash,,,,,200320.84,,,,,,
2014-04-14,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,16574.75份,16574.7452份,0.796,13195.15,345.37,0.775,-,0,-21.55,0份,5.25%
2014-04-14,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,18947.33份,18947.3333份,0.710,13452.61,503.37,0.683,-,0,-18.95,0份,5.35%
2014-04-14,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13266.46份,13266.4564份,0.996,13213.39,319.63,0.972,-,0,0,0份,5.26%
