日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价,保证金,当日盈亏,今手数,仓位占比
2018-11-23,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,3940.69份,3940.6937份,0.985,3881.58,-44.89,0.996,-,0,-11.82,0份,0.95%
2018-11-23,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5376.87份,5376.8651份,1.449,7790.54,141.22,1.423,-,0,-25.27,0份,1.91%
2018-11-23,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8137.65份,8137.6528份,1.567,12751.7,-715.08,1.655,-,0,-32.55,0份,3.13%
2018-11-23,,Cash,,,,,373816.64,,,,,,
2018-11-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2436.61份,2436.6056份,1.573,3832.78,-139.83,1.630,-,0,-69.44,0份,0.94%
2018-11-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,3998.33份,3998.3319份,1.423,5689.63,-154.78,1.462,-,0,-91.96,0份,1.4%
2018-11-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,3940.69份,3940.6937份,0.965,3802.77,-123.7,0.996,-,0,-78.81,0份,0.93%
2018-11-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5376.87份,5376.8651份,1.411,7586.76,-62.57,1.423,-,0,-203.78,0份,1.86%
2018-11-26,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8137.65份,8137.6528份,1.516,12336.68,-1130.1,1.655,-,0,-415.02,0份,3.03%
2018-11-26,,Cash,,,,,373816.64,,,,,,
2018-11-27,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2436.61份,2436.6056份,1.573,3831.81,-140.81,1.630,-,0,-0.97,0份,0.94%
2018-11-27,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,3998.33份,3998.3319份,1.425,5697.62,-146.78,1.462,-,0,8,0份,1.4%
2018-11-27,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,3940.69份,3940.6937份,0.963,3794.89,-131.58,0.996,-,0,-7.88,0份,0.93%
2018-11-27,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5376.87份,5376.8651份,1.410,7583.53,-65.79,1.423,-,0,-3.23,0份,1.86%
2018-11-27,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8137.65份,8137.6528份,1.511,12295.99,-1170.79,1.655,-,0,-40.69,0份,3.02%
2018-11-27,,Cash,,,,,373816.64,,,,,,
2018-11-28,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2436.61份,2436.6056份,1.567,3818.65,-153.96,1.630,-,0,-13.16,0份,0.94%
2018-11-28,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,3998.33份,3998.3319份,1.419,5673.63,-170.77,1.462,-,0,-23.99,0份,1.39%
2018-11-28,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,3940.69份,3940.6937份,0.962,3790.95,-135.52,0.996,-,0,-3.94,0份,0.93%
2018-11-28,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5376.87份,5376.8651份,1.407,7562.56,-86.76,1.423,-,0,-20.97,0份,1.86%
2018-11-28,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8137.65份,8137.6528份,1.518,12352.96,-1113.83,1.655,-,0,56.96,0份,3.04%
2018-11-28,,Cash,,,,,373816.64,,,,,,
2018-11-29,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2791.45份,2791.4537份,1.586,4426.41,-110.79,1.625,-,0,51.64,354.8481份,1.09%
2018-11-29,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4407.37份,4407.3697份,1.433,6315.76,-117.91,1.460,-,0,61.7,409.0378份,1.55%
2018-11-29,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,4586.37份,4586.3659份,0.971,4453.36,-103.7,0.994,-,0,41.28,645.6722份,1.09%
2018-11-29,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5963.23份,5963.2299份,1.431,8531,56.95,1.421,-,0,143.71,586.3648份,2.09%
2018-11-29,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8699.97份,8699.9731份,1.537,13371.86,-961.53,1.648,-,0,165.3,562.3203份,3.28%
2018-11-29,,Cash,,,,,370340.87,,,,,,
2018-11-30,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2791.45份,2791.4537份,1.568,4377.84,-159.36,1.625,-,0,-48.57,0份,1.08%
2018-11-30,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4407.37份,4407.3697份,1.419,6254.06,-179.61,1.460,-,0,-61.7,0份,1.54%
2018-11-30,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,4586.37份,4586.3659份,0.961,4407.5,-149.57,0.994,-,0,-45.86,0份,1.08%
2018-11-30,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5963.23份,5963.2299份,1.408,8395.04,-79.01,1.421,-,0,-135.96,0份,2.06%
2018-11-30,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8699.97份,8699.9731份,1.508,13119.56,-1213.83,1.648,-,0,-252.3,0份,3.22%
2018-11-30,,Cash,,,,,370340.87,,,,,,
2018-12-03,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2791.45份,2791.4537份,1.583,4419.15,-118.05,1.625,-,0,41.31,0份,1.09%
2018-12-03,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4407.37份,4407.3697份,1.430,6302.54,-131.13,1.460,-,0,48.48,0份,1.55%
2018-12-03,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,4586.37份,4586.3659份,0.969,4444.19,-112.88,0.994,-,0,36.69,0份,1.09%
2018-12-03,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5963.23份,5963.2299份,1.419,8462.42,-11.63,1.421,-,0,67.38,0份,2.08%
2018-12-03,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8699.97份,8699.9731份,1.518,13206.56,-1126.83,1.648,-,0,87,0份,3.24%
2018-12-03,,Cash,,,,,370340.87,,,,,,
2018-12-04,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2791.45份,2791.4537份,1.626,4538.9,1.7,1.625,-,0,119.75,0份,1.11%
2018-12-04,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4407.37份,4407.3697份,1.461,6439.17,5.5,1.460,-,0,136.63,0份,1.58%
2018-12-04,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,4586.37份,4586.3659份,0.991,4545.09,-11.98,0.994,-,0,100.9,0份,1.11%
2018-12-04,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5963.23份,5963.2299份,1.458,8693.2,219.15,1.421,-,0,230.78,0份,2.13%
2018-12-04,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8699.97份,8699.9731份,1.561,13580.66,-752.73,1.648,-,0,374.1,0份,3.33%
2018-12-04,,Cash,,,,,370340.87,,,,,,
2018-12-05,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,2791.45份,2791.4537份,1.631,4551.74,14.54,1.625,-,0,12.84,0份,1.12%
2018-12-05,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4407.37份,4407.3697份,1.464,6452.39,18.72,1.460,-,0,13.22,0份,1.58%
2018-12-05,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,4586.37份,4586.3659份,0.993,4554.26,-2.8,0.994,-,0,9.17,0份,1.12%
2018-12-05,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,5963.23份,5963.2299份,1.457,8686.64,212.59,1.421,-,0,-6.56,0份,2.13%
2018-12-05,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,8699.97份,8699.9731份,1.567,13632.86,-700.53,1.648,-,0,52.2,0份,3.34%
2018-12-05,,Cash,,,,,370340.87,,,,,,
2018-12-06,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3064.5份,3064.5035份,1.621,4966.33,-22.88,1.628,-,0,-30.65,273.0498份,1.22%
2018-12-06,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4761.92份,4761.9227份,1.454,6923.84,-36.8,1.462,-,0,-47.62,354.553份,1.7%
2018-12-06,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5164.23份,5164.235份,0.990,5112.59,-27.04,0.995,-,0,-15.49,577.8691份,1.25%
2018-12-06,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,6460.59份,6460.5881份,1.451,9373.02,174.47,1.424,-,0,-38.12,497.3582份,2.3%
2018-12-06,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9234.73份,9234.7301份,1.561,14415.41,-768.7,1.644,-,0,-55.41,534.757份,3.53%
2018-12-06,,Cash,,,,,367204.09,,,,,,
2018-12-07,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3064.5份,3064.5035份,1.591,4874.09,-115.12,1.628,-,0,-92.24,0份,1.2%
2018-12-07,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4761.92份,4761.9227份,1.432,6819.07,-141.56,1.462,-,0,-104.76,0份,1.67%
2018-12-07,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5164.23份,5164.235份,0.976,5040.29,-99.33,0.995,-,0,-72.3,0份,1.24%
2018-12-07,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,6460.59份,6460.5881份,1.422,9185.02,-13.53,1.424,-,0,-188,0份,2.26%
2018-12-07,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9234.73份,9234.7301份,1.528,14110.67,-1073.44,1.644,-,0,-304.75,0份,3.47%
2018-12-07,,Cash,,,,,367204.09,,,,,,
2018-12-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3064.5份,3064.5035份,1.590,4873.17,-116.04,1.628,-,0,-0.92,0份,1.2%
2018-12-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4761.92份,4761.9227份,1.435,6833.36,-127.28,1.462,-,0,14.29,0份,1.68%
2018-12-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5164.23份,5164.235份,0.981,5066.11,-73.51,0.995,-,0,25.82,0份,1.24%
2018-12-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,6460.59份,6460.5881份,1.426,9212.8,14.25,1.424,-,0,27.78,0份,2.26%
2018-12-10,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9234.73份,9234.7301份,1.528,14110.67,-1073.44,1.644,-,0,0,0份,3.46%
2018-12-10,,Cash,,,,,367204.09,,,,,,
2018-12-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3064.5份,3064.5035份,1.574,4822,-167.22,1.628,-,0,-51.18,0份,1.19%
2018-12-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4761.92份,4761.9227份,1.419,6757.17,-203.47,1.462,-,0,-76.19,0份,1.66%
2018-12-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5164.23份,5164.235份,0.973,5024.8,-114.83,0.995,-,0,-41.31,0份,1.24%
2018-12-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,6460.59份,6460.5881份,1.405,9073.9,-124.65,1.424,-,0,-138.9,0份,2.23%
2018-12-11,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9234.73份,9234.7301份,1.511,13953.68,-1230.43,1.644,-,0,-156.99,0份,3.43%
2018-12-11,,Cash,,,,,367204.09,,,,,,
2018-12-12,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3064.5份,3064.5035份,1.581,4844.06,-145.15,1.628,-,0,22.06,0份,1.19%
2018-12-12,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,4761.92份,4761.9227份,1.423,6776.22,-184.42,1.462,-,0,19.05,0份,1.66%
2018-12-12,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5164.23份,5164.235份,0.977,5045.46,-94.17,0.995,-,0,20.66,0份,1.24%
2018-12-12,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,6460.59份,6460.5881份,1.416,9148.19,-50.35,1.424,-,0,74.3,0份,2.25%
2018-12-12,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9234.73份,9234.7301份,1.522,14055.26,-1128.85,1.644,-,0,101.58,0份,3.45%
2018-12-12,,Cash,,,,,367204.09,,,,,,
2018-12-13,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3399.33份,3399.3261份,1.588,5398.47,-128.06,1.626,-,0,25.16,334.8226份,1.33%
2018-12-13,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5168.47份,5168.4749份,1.430,7390.92,-157.05,1.460,-,0,36.18,406.5522份,1.82%
2018-12-13,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5798.04份,5798.0396份,0.983,5699.47,-68.81,0.995,-,0,34.79,633.8046份,1.4%
2018-12-13,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7010.56份,7010.564份,1.425,9989.35,12.04,1.423,-,0,62.39,549.9759份,2.45%
2018-12-13,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9791.31份,9791.3064份,1.524,14921.95,-1122.17,1.639,-,0,19.58,556.5763份,3.66%
2018-12-13,,Cash,,,,,363812.01,,,,,,
2018-12-14,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3399.33份,3399.3261份,1.611,5475.63,-50.89,1.626,-,0,77.16,0份,1.34%
2018-12-14,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5168.47份,5168.4749份,1.452,7504.63,-43.35,1.460,-,0,113.71,0份,1.84%
2018-12-14,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5798.04份,5798.0396份,0.994,5763.25,-5.03,0.995,-,0,63.78,0份,1.41%
2018-12-14,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7010.56份,7010.564份,1.447,10145.69,168.38,1.423,-,0,156.34,0份,2.49%
2018-12-14,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9791.31份,9791.3064份,1.543,15107.99,-936.13,1.639,-,0,186.03,0份,3.7%
2018-12-14,,Cash,,,,,363812.01,,,,,,
2018-12-17,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3399.33份,3399.3261份,1.586,5392.01,-134.52,1.626,-,0,-83.62,0份,1.32%
2018-12-17,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5168.47份,5168.4749份,1.435,7416.76,-131.21,1.460,-,0,-87.86,0份,1.82%
2018-12-17,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5798.04份,5798.0396份,0.981,5687.88,-80.41,0.995,-,0,-75.37,0份,1.4%
2018-12-17,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7010.56份,7010.564份,1.423,9978.14,0.82,1.423,-,0,-167.55,0份,2.45%
2018-12-17,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9791.31份,9791.3064份,1.511,14794.66,-1249.45,1.639,-,0,-313.32,0份,3.63%
2018-12-17,,Cash,,,,,363812.01,,,,,,
2018-12-18,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3399.33份,3399.3261份,1.587,5393.71,-132.82,1.626,-,0,1.7,0份,1.33%
2018-12-18,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5168.47份,5168.4749份,1.436,7421.93,-126.04,1.460,-,0,5.17,0份,1.82%
2018-12-18,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5798.04份,5798.0396份,0.982,5693.67,-74.61,0.995,-,0,5.8,0份,1.4%
2018-12-18,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7010.56份,7010.564份,1.421,9961.31,-16,1.423,-,0,-16.83,0份,2.45%
2018-12-18,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9791.31份,9791.3064份,1.502,14706.54,-1337.58,1.639,-,0,-88.12,0份,3.61%
2018-12-18,,Cash,,,,,363812.01,,,,,,
2018-12-19,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3399.33份,3399.3261份,1.574,5349.52,-177.01,1.626,-,0,-44.19,0份,1.32%
2018-12-19,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5168.47份,5168.4749份,1.421,7344.4,-203.57,1.460,-,0,-77.53,0份,1.81%
2018-12-19,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,5798.04份,5798.0396份,0.977,5664.68,-103.6,0.995,-,0,-28.99,0份,1.39%
2018-12-19,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7010.56份,7010.564份,1.407,9863.16,-114.15,1.423,-,0,-98.15,0份,2.43%
2018-12-19,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,9791.31份,9791.3064份,1.492,14608.63,-1435.49,1.639,-,0,-97.91,0份,3.59%
2018-12-19,,Cash,,,,,363812.01,,,,,,
2018-12-20,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3739.96份,3739.9644份,1.560,5833.97,-236.78,1.623,-,0,-51.61,340.6383份,1.44%
2018-12-20,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5582.46份,5582.4624份,1.410,7871.27,-273.93,1.459,-,0,-61.41,413.9875份,1.94%
2018-12-20,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,6456.23份,6456.2306份,0.970,6262.54,-158.59,0.995,-,0,-45.19,658.191份,1.54%
2018-12-20,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7583.42份,7583.4171份,1.393,10565.22,-218.04,1.422,-,0,-103.89,572.8531份,2.6%
2018-12-20,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10368.29份,10368.2924份,1.470,15241.39,-1676.7,1.632,-,0,-228.1,576.986份,3.75%
2018-12-20,,Cash,,,,,360337.79,,,,,,
2018-12-21,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3739.96份,3739.9644份,1.545,5779.37,-291.39,1.623,-,0,-54.6,0份,1.42%
2018-12-21,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5582.46份,5582.4624份,1.392,7770.79,-374.42,1.459,-,0,-100.48,0份,1.91%
2018-12-21,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,6456.23份,6456.2306份,0.968,6249.63,-171.5,0.995,-,0,-12.91,0份,1.54%
2018-12-21,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7583.42份,7583.4171份,1.392,10558.39,-224.87,1.422,-,0,-6.83,0份,2.6%
2018-12-21,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10368.29份,10368.2924份,1.474,15282.86,-1635.23,1.632,-,0,41.47,0份,3.76%
2018-12-21,,Cash,,,,,360337.79,,,,,,
2018-12-24,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3739.96份,3739.9644份,1.530,5722.52,-348.23,1.623,-,0,-56.85,0份,1.41%
2018-12-24,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5582.46份,5582.4624份,1.379,7698.22,-446.99,1.459,-,0,-72.57,0份,1.9%
2018-12-24,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,6456.23份,6456.2306份,0.962,6210.89,-210.24,0.995,-,0,-38.74,0份,1.53%
2018-12-24,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7583.42份,7583.4171份,1.373,10412.03,-371.23,1.422,-,0,-146.36,0份,2.57%
2018-12-24,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10368.29份,10368.2924份,1.465,15189.55,-1728.54,1.632,-,0,-93.31,0份,3.75%
2018-12-24,,Cash,,,,,360337.79,,,,,,
2018-12-25,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3739.96份,3739.9644份,1.537,5747.95,-322.8,1.623,-,0,25.43,0份,1.42%
2018-12-25,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5582.46份,5582.4624份,1.377,7687.05,-458.16,1.459,-,0,-11.16,0份,1.89%
2018-12-25,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,6456.23份,6456.2306份,0.966,6236.72,-184.41,0.995,-,0,25.82,0份,1.54%
2018-12-25,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7583.42份,7583.4171份,1.379,10454.5,-328.76,1.422,-,0,42.47,0份,2.58%
2018-12-25,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10368.29份,10368.2924份,1.480,15345.07,-1573.02,1.632,-,0,155.52,0份,3.78%
2018-12-25,,Cash,,,,,360337.79,,,,,,
2018-12-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,3739.96份,3739.9644份,1.528,5713.92,-356.84,1.623,-,0,-34.03,0份,1.41%
2018-12-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,5582.46份,5582.4624份,1.369,7642.39,-502.82,1.459,-,0,-44.66,0份,1.88%
2018-12-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,6456.23份,6456.2306份,0.960,6197.98,-223.15,0.995,-,0,-38.74,0份,1.53%
2018-12-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,7583.42份,7583.4171份,1.368,10371.84,-411.42,1.422,-,0,-82.66,0份,2.56%
2018-12-26,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10368.29份,10368.2924份,1.465,15189.55,-1728.54,1.632,-,0,-155.52,0份,3.75%
2018-12-26,,Cash,,,,,360337.79,,,,,,
2018-12-27,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.521,6297.69,-393.47,1.616,-,0,-27.32,399.9822份,1.55%
2018-12-27,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.364,8277.01,-543.28,1.454,-,0,-30.34,485.7294份,2.04%
2018-12-27,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.960,6887.65,-233.65,0.993,-,0,0,718.4038份,1.7%
2018-12-27,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.362,11200.96,-456.64,1.418,-,0,-45.22,639.2795份,2.76%
2018-12-27,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.459,15980.42,-1807.31,1.624,-,0,-65.72,584.7007份,3.94%
2018-12-27,,Cash,,,,,356598.15,,,,,,
2018-12-28,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.521,6296.44,-394.71,1.616,-,0,-1.24,0份,1.55%
2018-12-28,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.362,8264.88,-555.42,1.454,-,0,-12.14,0份,2.04%
2018-12-28,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.958,6873.3,-248,0.993,-,0,-14.35,0份,1.7%
2018-12-28,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.354,11133.53,-524.07,1.418,-,0,-67.43,0份,2.75%
2018-12-28,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.444,15816.12,-1971.6,1.624,-,0,-164.29,0份,3.91%
2018-12-28,,Cash,,,,,356598.15,,,,,,
2019-01-02,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.527,6322.94,-368.21,1.616,-,0,26.5,0份,1.56%
2019-01-02,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.367,8295.22,-525.08,1.454,-,0,30.34,0份,2.05%
2019-01-02,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.962,6902,-219.3,0.993,-,0,28.7,0份,1.7%
2019-01-02,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.362,11198.49,-459.11,1.418,-,0,64.96,0份,2.76%
2019-01-02,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.444,15816.12,-1971.6,1.624,-,0,0,0份,3.9%
2019-01-02,,Cash,,,,,356598.15,,,,,,
2019-01-03,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.508,6241.38,-449.77,1.616,-,0,-81.56,0份,1.54%
2019-01-03,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.348,8179.92,-640.37,1.454,-,0,-115.3,0份,2.02%
2019-01-03,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.948,6801.55,-319.75,0.993,-,0,-100.44,0份,1.68%
2019-01-03,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.350,11099.82,-557.78,1.418,-,0,-98.67,0份,2.74%
2019-01-03,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.428,15640.87,-2146.85,1.624,-,0,-175.25,0份,3.87%
2019-01-03,,Cash,,,,,356598.15,,,,,,
2019-01-04,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.503,6223.17,-467.99,1.616,-,0,-18.22,0份,1.54%
2019-01-04,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.353,8210.26,-610.03,1.454,-,0,30.34,0份,2.03%
2019-01-04,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.943,6765.68,-355.62,0.993,-,0,-35.87,0份,1.67%
2019-01-04,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.349,11090.77,-566.83,1.418,-,0,-9.04,0份,2.74%
2019-01-04,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.419,15542.3,-2245.43,1.624,-,0,-98.58,0份,3.84%
2019-01-04,,Cash,,,,,356598.15,,,,,,
2019-01-07,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.532,6342.81,-348.34,1.616,-,0,119.64,0份,1.56%
2019-01-07,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.377,8355.9,-464.4,1.454,-,0,145.64,0份,2.06%
